label,text,conversation
Javelin,Which club should I join? Cooking club? Knitting club? Nnnh I just can't decide!,2916
Javelin,Juneau are you going shopping with the others later? Aww let me come too!,2916
Javelin,Jeez no lewding! How many times do I have to repeat myself?,2917
Javelin,Javelin full speed ahead!,2917
Javelin,Laffey Z23 Ayanami and Unicorn - are you girls ready? Ehehe~ I'm not planning to lose to any of you today~!,2918
Javelin,My usual bear pyjamas are super cute and all but it's always nice to change into something different! Ehehe~,2918
Javelin,Unicorn your drawings are really good! Ehhhh you even know how to sculpt?!,2919
Javelin,This cake is so delicious~ Woah self control self control!,2919
Javelin,Enterprise did you like the lunch that I made for you? Ehh? You also made your own?! Well then can I try some of yours?,2920
Javelin,All righty I'm ready to deliver a pillow smackdown!,2920
Javelin,Shoot! I forgot that the others will be coming back any minute now!,2921
Javelin,Yaaay! Ehehe everyone thank you very much!,2921
Javelin,I guess I'm still a bit dumbstruck,2922
Javelin,Hehe let's turn those frowns upside down and have a great day!,2922
Javelin,Hehe~ Next time I want all four of us to get on stage and perform together!,2923
Javelin,Right now I can say with confidence that I want to bring a smile to everyone's face. Not just the people around me but to everyone in the whole wide world! Ehehe~,2923
Javelin,Ehehe since you're so into this I'll sing another song for you~,2924
Javelin,Aww I promise to do better next time!,2924
Javelin,*pant* *pant* I finally got it! The legendary hero's Ah d-don't worry about it! This thing might look a bit weird but my ATK stat has indeed gone up!,2925
Javelin,The hero and her party will defeat the Demon King for sure! Now that I think about it who's supposed to be the Demon King?,2925
Javelin,Is that a Slimejuu? It's not very strong but I don't want to end up all sticky Laffey I'll let you handle it!,2926
Javelin,Maybe I should buy a new set of equipment for myself too Wait no getting Zed geared up should be our top priority!,2926
Javelin,I wonder if you can use this piece of equipment as emergency food in a pinch,2927
Javelin,Th-this isn't that kind of game!,2927
Javelin,New quests huh Oh these rewards look pretty juicy Zed!,2928
Javelin,We get our mission rewards here but what about the quest completion bonus?,2928
Javelin,Javelin the Brave Hero full speed ahead!,2929
Javelin,Victory is ours! I sure hope we can get some rare drops,2929
Javelin,I should've put some points into emergency healing like Jervis,2930
Jean_Bart,Go figure you're busier than I expected. If ya need a hand with something just gimme a shout.,2930
Jean_Bart,If some dumbass sticks their nose where it doesn't belong they got only themselves to blame when they're hanging from my cannons.,2931
Jean_Bart,The era of battleships is over? Hah the hell you mean? MY era is just getting started!,2931
Jean_Bart,Idiots just don't ever wisen up do they What drives 'em to pray to a made-up being that won't even respond?,2932
Jean_Bart,Stop trying to hit on me.,2932
Jean_Bart, You better not regret this later.,2933
Jean_Bart,A job's a job. Whining won't make it go away.,2933
Jean_Bart, Pish them's some shabby rewards.,2934
Jean_Bart,Got some mail for ya. Picked it up on the way here.,2934
Jean_Bart,You finished plundering? Coulda gotten it done in no time if you'd brought me.,2935
Jean_Bart,Guess your rackety team's come back.,2935
Jean_Bart,Feeling great. Wanna give it a shot?,2936
Jean_Bart,Don't bother with courtesy! Just bunch up and come at me!,2936
Jean_Bart,Your endeavors were touching but when you pick the wrong fight that's all they'll ever be.,2937
Jean_Bart,My payback comes with interest Before long you'll know how much!,2937
Jean_Bart,Playtime's over!,2938
Jean_Bart,That all ya got?,2938
Jean_Bart,Seems you've mistaken a wolf for a dog Hmph don't start crying if you get bit cause of it.,2939
Jean_Bart,Your smile makes me think of her She's someone I wanna hate but can't bring myself to.,2939
Jean_Bart,Stop looking so intimidated. Long as you won't betray me I won't betray you.,2940
Jean_Bart,I can't stand hearing those babies cry when you get hurt So use me as a shield. I don't mind.,2940
Jean_Bart,It's like the mood eases up when you're with me I'mma get some rest right here And don't you leave me,2941
Jean_Bart,The path I walk is an unforgiving dirt-ridden path where you can't even see the future lying ahead of you. But ya still wanna go with me?  Hmph your stupidity amazes me. And for your foolishness I offer you the rest of my days.,2941
Jean_Bart,I guess I ended up making my way to you. As kindred spirits let us spend the day quietly together. I guess that's not possible. Here I'll at least give you this chocolate.,2942
Jean_Bart,A bottle of wine? For me? Thanks. I've got something for you too. C'mon let's go to our little sanctuary and enjoy a quiet Valentine's Day together. Just the two of us.,2942
Jean_Bart,Zzz Ah shit I dozed off. Got caught up in the moment Or maybe your lap is just too cozy. You wanna switch? I don't mind spending the whole day like this if you're cool with that.,2943
Jean_Bart,Beautiful sights tasty food sweet chocolate Gotta say I don't mind just dining and hanging out with you once in a while. Got any plans by the way? Valentine's Day isn't over yet and I'm open to anything.,2943
Jean_Bart,Gimme that I'm gonna help ya out Of course I'm gonna assist I'm your secretary.,2944
Jean_Bart,I'm not the kinda girl who goes shopping with Dunkerque and Algérie. But you knew that already being the person who knows me best right? On the other hand I wouldn't mind doing that with you.,2944
Jean_Bart,I ain't letting any new talent outshine me. I am Jean Bart the Vichya Dominion's most powerful ship and bearer of the sacred Iris' name. This title is my pride and I will never surrender it.,2945
Jean_Bart,If you wanna go talk to Richelieu then I could come with ya. We believe in different things but we're still sisters.,2945
Jean_Bart,Praying isn't my thing but wishing is fine by me. 'Cause wishing for the wellbeing of the one you love is what it means to be human.,2946
Jean_Bart,Look just don't get too flirty with me,2946
Jean_Bart,You're really that keen on my body?,2947
Jean_Bart,This loot ain't nearly good enough. Not for me nor for you.,2947
Jean_Bart,I mighta once had a big role to play but with you in command I just never get to truly act.,2948
Jean_Bart,Guess that merrymaking team's come back.,2948
Jean_Bart,All hail the Vichya Dominion!,2949
Jean_Bart,Oh crap guess I dozed off. How 'bout you take a quick nap too? You could use my lap for a headrest. Take it easy. You and I we're always by each other's side.,2949
Jean_Bart,The guest of honor shouldn't be wandering around looking for girls drinking alone Hmph might as well have a drink while you're here anyway.,2950
Jean_Bart,I'm more willing to listen to Dunkerque than a lot of others. She's a lot more in touch with the masses.,2950
Jean_Bart,Letting go of everything and losing yourself to the merriment of song and dance that is what a banquet should be about. Not this pompous farce that makes even wine taste bad.,2951
Jean_Bart,The one thing that this banquet has going for it is the fact that everyone's smiles are genuine and heartfelt Look I'm praising you can't you tell?,2951
Jean_Bart,"Cheers Hmph. I never asked for the ""blessing"" of being someone's sister but I've already gotten used to what that entails.",2952
Jean_Bart,You still have missions to do even now?  Need my help?,2952
Jean_Bart,C'mon put all that stuff aside and have a drink with me.,2953
Jean_Bart,Did you just come back from battle? Here cheers.,2953
Jean_Bart,A commission fleet has returned? Let's head down to greet them together then. I needed some fresh air anyway.,2954
Jean_Bart,Mmm the wind on the battlefield now that's what I'm used to.,2954
Jean_Bart,Hmph. Still better than going to that banquet,2955
Jean_Bart,I loathe red tape nor do I have any desire to stand here like a flower vase for people to stare at But I'm doing all of this for you because you make me feel like it's all worth it. You've committed quite the serious offense mon amour,2955
Jean_Bart,You damn scalawag You don't just sneak into someone's hideaway without consequences ya know. Though I found this place by pure chance too. Don't go tellin' anyone else about it!,2956
Jean_Bart,Don't you go touchin' my stuff without permission! I'll knock ya out cold.,2956
Jean_Bart,You wanna go lookin' for treasure? There's no damn treasure 'round here. But one day Hmph one day when we've achieved a boring peace I'll give you a taste of what a real treasure hunt is like.,2957
Jean_Bart,Sorry but this hammock's only big enough for one of us. Ya wanna relax get your own. I ain't your personal servant.,2957
Jean_Bart,Just how much damn work do you have if you're even bringin' it up here? You just like being with me? Tsk,2958
Jean_Bart,Wha–? Is Is that Surcouf? The hell How'd she end up dozing off in here? That girl's a real piece of work.,2958
Jean_Bart,Ack! Don't put your damn ice-cold soda on me! You're on thin ice buddy,2959
Jean_Bart,You're not the only one who can do whatever ya want just 'cause nobody else will come here. I can too. Understand?,2959
Jean_Bart,Would you stop comin' here right after returning to port? Don't want people catching wind of this place and turning it into a playground.,2960
Jean_Bart,Man The sun's crazy bright out today What you're still here? How long are ya gonna hang around? Hmph you're real good both at making me happy AND making me mad you know that?,2960
Jean_Bart,"Bonne année Or rather I should say ""Happy New Year"" here yes? A year of peace and prosperity passes and we are here to welcome another and I must thank you for making that possible.",2961
Jean_Bart,Work same as always huh? Tell me if there's anything I oughta know.,2961
Jean_Bart,Aid with getting dressed? This is nothing compared to a ceremonial Iris dress. Not to mention it suits me better. Don't ya agree?,2962
Jean_Bart,Sakura Empire-style badminton? Sounds fun. I'll knock that shuttlecock beyond the horizon!,2962
Jean_Bart,I hate it when people approach me to either give or get a hug. Never asked for their damn compassion.,2963
Jean_Bart,Wagashi for me? Thanks. Dunkerque sure is considerate as always.,2963
Jean_Bart,What you wanna see me brandish one of these?,2964
Jean_Bart,Umph! What now?!,2964
Jean_Bart,Hmh,2965
Jean_Bart,You're back? Seems you've got girls queuein' up to meet you. Me not so much,2965
Jean_Bart,Forward! Quarter them!,2966
Jean_Bart,I'm not the type to underestimate anyone.,2966
Jean_Bart,Not to say I've grown soft but I have gotten too used to you bein' around. I don't mind it – hell I like it. I'm all but dependent on you that's just how important you are to me.,2967
Jenkins,There are actually some obvious differences between us Fletcher sisters.,2967
Jenkins,It really is a wonder that all of us who ended up spread across the world could reunite here,2968
Jenkins,That supply fleet Isn't the enemy this time around right?,2968
Jenkins,If only I was a little more brave,2969
Jenkins,Now is not the time for me to be scared L-let's give them a beating!,2969
Jenkins,Whew I was so nervous I thought my heart was going to burst H-hooray for victory!,2970
Jenkins,*Pant* *Pant* T-the enemy hasn't caught up yet have they?!,2970
Jenkins,I-if you don't run away now then I'll have to get serious!,2971
Jenkins,U-um Please stop staring at me!,2971
Jenkins,I'm a bit of a scaredy cat and I'm always afraid to tell people what I really think,2972
Jenkins,How about we have some tea together after lunch N-n-not like a date or anything like that!,2972
Jenkins,I was afraid of having to rush my chocolate-making the night before Valentine's so this year I made it ahead of time! H-how early you ask? About half a year. Is that *too* early?,2973
Jenkins,Happy Valentine's! H-here you go! I planned this gift since last year! Maybe that's a bit too early but that gave me time to incorporate references to trends from the whole year and that was fun Wh-what do you mean the trends have long since died?!,2973
Jenkins,Umm H-here you go. Happy Valentine's Day. H-how long did I work on this one? I'm not sure honestly It was all I could think about whenever I had time so Yeah,2974
Jenkins,I wonder if Radford would be happy to wake up to an apple in her present box M-Maybe I should give her some candy after all?,2974
Jenkins,Santa would be wearing a Santa hat and a beard like I am right?,2975
Jenkins,Nicholas is acting just the same as she would on any other day even though it's Christmas,2975
Jenkins,It's a shooting star! If you make a wish upon it before it disappears! Uh you want to know what I wished for? I-It's a secret!,2976
Jenkins,You know It's okay to come a b-bit closer?,2976
Jenkins,I won't hand these important presents over Hah!,2977
Jersey,Do you need anything? Or are you just here to chat?,2977
Jersey,I hate it when others underestimate me because of my size!,2978
Jersey,No one knows what's on a person's mind if they don't say it aloud. I do not like people who are roundabout.,2978
Jersey,"I wish you would compliment me for being honest rather than for being ""cute."" Not that I mind compliments like that.",2979
Jersey,What you want to nuzzle against my lap? You can keep your fantasies in your dreams where they belong.,2979
Jersey,Stop pretending like you haven't seen the new missions and get them done already.,2980
Jersey,Don't overexert yourself after returning from the battlefield. Relax.,2980
Jersey,I will not let your efforts go to waste.,2981
Jersey,We must face our enemies seriously no matter who they are.,2981
Jersey,This is the might of the J class! Regret your own carelessness!,2982
Jersey,Ugh You will pay dearly for staining my dress! Know this!,2982
Jersey,Now's not the time to be taking it easy!,2983
Jersey,You are a halfhearted and lousy individual.,2983
Jersey,There is one thing I want to set straight with you; I'm not foul-mouthed I simply say what's on my mind. For instance do you have a thing for little children?,2984
Jersey,But that's all right. You may fancy me if you like but if you don't then it's not *not* a problem,2984
Jersey,Now that I think about it we've been so straightforward that we've not even done anything romantic But now at least we know each other better than anyone else. I say we let romance into our lives starting today.,2985
Jersey,Good morning! I knew you were looking forward to receiving my chocolate so you're getting it right now first thing in the morning. No point wasting time and coming across as indecisive is there? Here. Hope this motivates you to excel at work today!,2985
Jervis,I wonder if it is an acceptable thing to keep your secretary waiting like this.,2986
Jervis,I don't want any harm to come to Janus. Please take good care of her and don't try to take advantage of her kindness.,2986
Jervis,Your nose is practically buried in your paperwork. If you don't want to live in a blurry world I'd advise you to be mindful of your posture.,2987
Jervis,"When treating people the emphasis should always be on the ""people"" part. Administering the port operates on the same principle. Though it's fine to be absorbed in your work try not to neglect the people around you.",2987
Jervis,Did Janus say anything weird to you lately? Nevermind. She's a kind-hearted girl but sometimes acts without thinking. It can be a bit of a pain sometimes,2988
Jervis,Let me see your hand. Good there's nothing wrong with it.,2988
Jervis,"Surely you're not going to say that was an ""accident"" are you?",2989
Jervis,What are you doing may I ask?,2989
Jervis,Leaving work unfinished is like allowing an illness to go untreated. By the time things get unmanageable it may already be too late. *sigh* Why do people choose to be so irresponsible anyway?,2990
Jervis,Mission complete. Don't forget to look back on your work to see if there's room for improvement.,2990
Jervis,New mail has arrived. If you miss any response deadlines I can't help you with that.,2991
Jervis,Welcome back–– Oh my you have some scratches on you. You shouldn't be so careless as to put yourself in danger I'll treat you right now so please stay still.,2991
Jervis,The commission's done. Make sure to wash your hands after carrying things or else our next meeting might be in the infirmary.,2992
Jervis,I do wonder if you're improving yourself while everyone else is getting stronger.,2992
Jervis,Remember to mind your safety even when you're fighting.,2993
Jervis,Is anyone injured? Please allow me to administer some basic treatment.,2993
Jervis,Careful now.,2994
Jervis,Nothing some emergency treatment can't fix!,2994
Jervis,Try not to get yourself hurt when you're out on sortie. It's going to be a huge headache for me if you end up bedridden.,2995
Jervis,Of course it falls upon me to look after you should you get injured And while that's rather troublesome for some reason I do find that prospect quite appealing I wonder if I'm coming down with some weird illness myself,2995
Jervis,"Seeing as how you aren't a complete plank I suppose I can give you an answer. Taking care of you isn't something I can't handle Huh? You want me to say ""I love you?"" Y-you idiot Maybe we can save that for next time",2996
Jervis,Please try to curb your bad habits for the sake of your health. I'll keep an eye on you for however long it takes until all traces of them are gone.,2996
Jervis,You idiot,2997
Jervis,You just can't resist doing perverted things can you?,2997
Jervis,You have a bunch of unfinished missions. Remember what I *sigh* Reminding you about everything has become a habit of mine.,2998
Jervis,Oh you completed a mission? Nicely done. You've proven your ability to commit to your duties.,2998
Jervis,You've received a new letter. Unless you have more urgent business I advise you read it now.,2999
Jervis,Look at you – you got hurt again! I'll have to use antiseptic. It's going to sting but you have only yourself to blame for that.,2999
Jervis,Is that all of the commission supplies? All right now it's time to wash your hands. Go on – put them forth and I'll show you how it's done.,3000
Jervis,The best type of victory is one without casualties.,3000
Jervis,Could you come see me again later today? No not for a checkup but rather for a d-da– Look you already know what I'm talking about. If you're interested then just say it please Y-you idiot,3001
Jervis,I thought a certain someone came here to slack off but turns out they had spare time and wanted to help out huh I guess there's nothing stopping you.,3001
Jervis,I'm helping out because the Maid Team is somewhat understaffed right now. What about my outfit? Is there something wrong about wearing maid attire while performing maid duties?,3002
Jervis,"Janus went to participate in the ""Maid Experience Day."" A real hard worker I tell you. If she runs into any problems won't you quietly lend her a hand? But don't bring me up at all.",3002
Jervis,Are you seriously going to stay here until lunch? I'm telling you now I only cook for my patients. If you're fine with that you're free to do as you please.,3003
Jervis,Huh?! Why'd the wind suddenly kick up?! Phew that was a close one Maybe I should just have you keep an eye on this for me? Just in case~,3003
Jervis,I'll be fine. I can still reach. More importantly where have your eyes been wandering?,3004
Jervis,Seems like the sheets aren't the only things that need cleaning. Let's put that dirty mind of yours through the wash too.,3004
Jervis,Since you have nothing better to do why don't you lend a hand and help me hang up the rest of these sheets? Surely you didn't come here just to watch me work?,3005
Jervis,As a maid I am able to take care of you even when you are not ill yes? Not that I care though. I'm not interested in becoming your maid; it was merely a thought experiment Yes nothing more than that.,3005
Jintsuu,If being cautious is considered cowardice then shouldn't being brave also be considered recklessness?,3006
Jintsuu,There is no single solution for everything. Only through comparison practice and even failure can one find their own correct answer.,3006
Jintsuu,What's the matter? I'm just thinking about how to manage the fleet.,3007
Jintsuu,Your new missions have been sorted. Please take a look.,3007
Jintsuu,Rewards are here Hmm? Don't worry. I'm just thinking about how to make our fleet more efficient.,3008
Jintsuu,Stop daydreaming! Commissions have returned!,3008
Jintsuu,Should we consider advancing deeper into enemy territory?,3009
Jintsuu,All ships charge forward!,3009
Jintsuu,Is that it?,3010
Jintsuu,All ships retreat! Do not make meaningless sacrifices.,3010
Jintsuu,I've been waiting for this moment!,3011
Jintsuu,You might as well just leave the fleet management to me.,3011
Jintsuu,I was a flagship before but now I'm just a common warrior. Please treat me the same as you would the others.,3012
Jintsuu,Real leaders will always stick to their guns no matter who opposes them. You can tell if their methods are correct by seeing who is willing to follow them. For example me,3012
Jintsuu,Making chocolate by yourself is simple but when three people try to do it together the difficulty jumps up a whole lot. After all you have to consider the strengths and personalities of everyone involved Though I feel like I've done a good job with that this time. Please enjoy this Sendai-class chocolate. Hehe~,3013
Jintsuu,Every now and then I get a bit jealous of Sendai and how straightforward she is,3013
Jintsuu,Even though some people may think that cautiousness is a sign of weakness I'll be happy as long as our fleet truly understands me,3014
Jintsuu,There's nothing wrong with wanting to see me dance I'll show you but only if you work seriously first!,3014
Jintsuu,Rewards have been issued! Want to see something interesting now that we can take it easy?,3015
Jintsuu,I can always work harder for the fleet!,3015
Jintsuu,Everyone get ready!  Press forward!,3016
Jintsuu,I only gave the orders the real credit goes to the fleet!,3016
Jintsuu,After we finish work today how about taking a break on the beach?,3017
Jintsuu,I said I was taking a vacation but even out here on the beach I'm still thinking about the affairs of the fleet I really am a workaholic aren't I?,3017
Jintsuu,If you relax too much you'll become undisciplined. If you're too uptight you'll only find yourself out of breath.,3018
Jintsuu,You can't concentrate on your work when I'm wearing a swimsuit right? Hehe just consider this a test of will then.,3018
Jintsuu,Here iced coconut water. Please have some.,3019
Jintsuu,Even in fairytale-esque stories there are hints of deception and trickery hidden throughout. Basically make sure to stay on guard as you usually doHehehe,3019
Jintsuu,If you think about it the Big Bad Wolf's plan has so many holes in it. For example he could have left the grandmother alive and used her as bait Ehehe I'm just playing around.,3020
Jintsuu,The moment you plan on striking down your prey is the moment you should be most alert. One can never know when a hunter might try to use the opportunity for their own benefit.,3020
Jintsuu,Speaking of hunters none are better suited for the role than Sendai. I really wouldn't want to make an enemy out of her even if it's just an act.,3021
Jintsuu,This outfit? Oh it's what I have on before I turn into the grandmother.,3021
Jintsuu,And checkmate. Hehehe~,3022
Jintsuu,Well done. I'll evaluate your battle plans for you just like you evaluated my acting skills for me.,3022
Jintsuu,Maybe I should gobble you right up.,3023
Joffre,Done with your morning prayers already? My apologies. Asking that of you is rather inappropriate on my part.,3023
Joffre,Bringing down punishment upon sinners—that is the sole reason for my existence. As for whether you will need to be judged or not it is still too early to tell.,3024
Joffre,Because I am one who judges sinners in a sense I hate everyone. All humans are born sinners after all.,3024
Joffre,Why did you stop working? If I'm not mistaken you still have missions to take care of?,3025
Joffre,I am not here to judge whether your actions are good or evil. Rather I am here to judge your existence itself.,3025
Joffre,Is something the matter?,3026
Joffre,Accept my judgment.,3026
Joffre,Your missions have arrived. Whether or not I pass judgment upon you depends on your progress.,3027
Joffre,The rewards for your missions are here. Take them without succumbing to greed.,3027
Joffre,It seems there's some new mail for you. Let's go check on it.,3028
Joffre,I shall judge the results of your battles on behalf of the Holy Iris. Well done. That was a magnificent victory.,3028
Joffre,The commission fleet has returned. Such is the Holy Iris's will.,3029
Joffre,As the Holy Iris wills.,3029
Joffre,In the name of the Vichya I shall bring down punishment upon thee.,3030
Joffre,It is time for you to repent. Your life shall continue no longer. Soon your remains shall become the foundations for our victory.,3030
Joffre,This is merely a trial under the guise of defeat,3031
Joffre,I deem thee Guilty!,3031
Joffre,So long as my wings don't break!,3032
Joffre,"Please don't force me to carry out my ""duties"" upon you. That would only make everyone sad.",3032
Joffre,"My duty here is to ""battle"" not to judge right? Do not worry. I shan't do anything that causes you worry.",3033
Joffre,My duty here isn't solely to battle but also to get along with the others at the port? Understood. If those are your orders as the leader of this port then I shall see them done.,3033
Joffre,"Don't just try to get along with the others but also try to have fun? But for me having fun means doing my ""other"" job Heh just kidding. I had fun watching your reaction just now. Ehehe.",3034
Joffre,I swear upon the name of the Holy Iris that our vows shall hold us together evermore. And with that I am no longer fit to pass judgment upon you but that's just fine with me. I'll just have to make good use of my newly-acquired qualification to love you instead. Hehehe.,3034
Joffre,The Holy Iris upholds Valentine's Day as a day for those in love. It's a day for lovers to be a bit more romantic than ordinary – which is to say it's a wonderful day. If you try to make a move on me I will be understanding. Heehee.,3035
Joffre,Are you curious about the Sacrament of Love? Of course I don't mind sharing with you—In order to make it easier for you to understand why don't we go on a date?,3035
Joffre,The Independence-class I don't think those girls understand the Holy Iris's will but they sure fight well.,3036
Joffre,While I may no longer hold the qualification to pass judgment upon you I am still qualified to continue observing your actions. That's the duty of a secretary ship after all. Hehehe.,3036
Joffre,What is it? Did you need something from me?,3037
Joffre,Hehehe,3037
Joffre,Whether or not I pass judgment upon you depends on your progress Just kidding of course. Let's work at a reasonable pace.,3038
Joffre,There is no need to fret. I am very well aware that all your battles are magnificent. What need is there for me to pass judgment?,3038
Joffre,Accept this divine punishment.,3039
Joffre,Were you planning on freeing me from this spell? Then I suppose you're prepared to lock lips with me. Even though I'm already awake um that's just part of the ritual.,3039
Joffre,Welcome back. What role will you be playing today? A dwarf? Or are you my prince in shining armor?,3040
Joffre,If I end up being hunted down I'll fight back with all I've got. That's the best way of ensuring my survival.,3040
Joffre,I won't drop dead from eating a poisoned apple or two. Unlike you I'm built pretty tough.,3041
Joffre,"Seven dwarves""Hmm. Why don't we ask the Manjuus to play that part?",3041
Joffre,You know I never expected Algérie to play a part like that. Though I didn't expect to be playing the role of a princess either.,3042
Joffre,You want to be my prince? That's fine with me.,3042
Joffre,You're acting just like a famished wolf right now hehehe.,3043
Joffre,We've received a new mission. How should we proceed?,3043
Joffre,My little mirror told me that you'd be arriving shortly. Hehe that's a joke of course.,3044
Joffre,Do you feel refreshed? Even without a holy ritual the Iris would be happy to know that I've managed to soothe you with this bath. Was it not enough? Then Shall we go back in?,3044
Joffre,Welcome back. Why don't you cleanse yourself before going to your office?,3045
Joffre,Am I having fun? Yes I'm quite enjoying this relaxation and the thought of crushing our enemies. What about you? Are you enjoying yourself?,3045
Joffre,Don't fret over my wings. The sacred symbols made manifest by the Sacraments are cleansed not with water but with one's faithful heart.,3046
Joffre,As long as I am here you won't commit the great sin of peeping. Though I wish it was thanks to your own restraint instead of my surveillance,3046
Joffre,I hear that a hot spring amidst the extreme cold elicits more gratitude than one amidst heat. Perhaps pleasure that takes advantage of one's weaknesses is the most terrifying of all.,3047
Joffre,Phew Praise unto the Iris for leading me to this wonderful bath.,3047
Joffre,Heehee. Is a steamy bath not enough to satisfy you?,3048
Joffre,La Galissonnière was kind enough to deliver your new mail. Would you like me to hold on to it for now?,3048
Joffre,Loath though I am I shall bare my skin too. Just as with the Holy See's edicts the rules of the bathhouse must also be upheld.,3049
Joffre,The commission team has returned. Shall we take hot springs souvenirs to them as thanks?,3049
Joffre,Things seem to have warmed up a bit. Good.,3050
Juneau,I want to be brave But it's really hard,3050
Juneau,please be gentle I'm very susceptible to pain,3051
Juneau,What? A mission? I don't mind as long as we aren't fighting submarines,3051
Juneau,I don't need any rewards just being here with everyone is enough for me,3052
Juneau,I'm really hoping this war will end soon Once it's over let's all go someplace together,3052
Juneau,I'll try to work harder!,3053
Juneau,Phew I almost got hit *Sob* I don't care about being the MVP I'm just trying my best so I can come home in one piece,3053
Juneau,Me too! I-I'll give it my best shot!,3054
Juneau,I'll need some getting used to my improved gear but I swear I won't be a liability!,3054
Juneau,Seeing how the rest of the fleet fights gives me goosebumps I hope I can be like them one day!,3055
Juneau,San Diego is leagues better than me despite being my little sister No I can't think that way! I have to keep working at it!,3055
Juneau,Is this a reward for the work I've done? Aww thank you!,3056
Juneau,Eep! P-please be gentle with me,3056
Juneau,I'll probably be fine even if submarines show up,3057
Juneau,This swan is so soft and pettable Heehee it even let me put a ribbon on it. Now we have matching looks Huh? You could take a picture of us? I-if it's not too much work then please by all means!,3057
Juneau,Having seen your gentle side and petted these swans it feels like my scaredy-cat self is no longer you know? Heehee.,3058
Juneau,Thank you for telling me I look good in this! San Juan really deserves credit for helping me get through my anxiety preparing for this date including picking out this dress.,3058
Juneau,Not only do I get the date of my dreams but I also get to be in a picture just with you I'm an extremely lucky person aren't I? Aw gosh,3059
Juneau,Aren't these frills pretty? I really like them too,3059
Juneau,That's quite a lot of mission rewards! This should be enough to buy gifts for San Diego and my friends.,3060
Juneau,I'll do everything I can to make these peaceful days last forever!,3060
Juneau,Heehee. The swan is happy for us.,3061
Juno,Uh that it looks like Jersey wants to play with me,3061
Juno,What! Pasta? Th-There's none. Can I decline?,3062
Juno,I wonder what the rewards are They must be nice!,3062
Juno,I didn't cause anyone any trouble did I?,3063
Juno,This isn't good after all,3063
Juno,Um That Juno giving her all!,3064
Juno,This crown? It's just a decoration. But if I'm Princess Juno will will you be my prince?,3064
Juno,An in-inspection now? Um I had a little too much to eat at the festival Awawa! N-nevermind!,3065
Juno,Umm next time we should invite Javelin to the festival I'm sure she'll make things even more lively.,3065
Juno,This festival has reminded me of how wonderful the Sakura Empire is. There's even so much good food~,3066
Junyou,That was a rich full day. Now how about we go on a date somewhere?,3066
Junyou,I trust you brought my favorite just ❀like always❀?,3067
Junyou,Hmph those girls need to learn to read the room,3067
Junyou,My planes too,3068
Junyou,The Marianas? I really don't like it there,3068
Junyou,Our first time together? I know it was ❀back then❀ but how could you not remember?,3069
Junyou,No! There's nothing wrong with me! I'm not sick! I'm not! It's just everyone else why don't you remember!,3069
Jupiter,Ju-Juno you don't need to be concerned about me I've been in this longer than you,3070
Jupiter,I sank I-60? That's not,3070
Jupiter,"My name is ""Jupiter"" not ""Cupider""",3071
Jupiter,I hope I'll get to come home some day,3071
Jupiter,Do we really have to do this,3072
Jupiter,Don't worry Juno. The mission has been completed.,3072
Jupiter,Our resources have increased,3073
Jupiter,I feel like something's changed,3073
Jupiter,This is God's judgement Hehehe,3074
Jupiter,I wasn't expecting this,3074
Jupiter,A-are we retreating?,3075
Jupiter,P-please don't dodge this,3075
Jupiter,I'll be fine on my own,3076
Jupiter,I made these chocolates with Juno's help Um I couldn't do it myself sorry,3076
Jupiter,Please um have my Valentine's chocolate I asked Juno for some ideas and settled on dark chocolate. It's It's supposed to be good for your health so,3077
Jupiter,My torpedo pillow? Hugging it makes me feel very safe,3077
Jupiter,I heard a rumor that a certain Ghost of the Eagle Union and a Demon from the Sakura Empire are interested in this show too.,3078
Jupiter,Eek! You you scared me,3078
Jupiter,You're just in time. The show hasn't started yet,3079
Kaga_(Battleship),Getting stronger isn't a spectator sport. Let me at 'em already!,3079
Kaga_(Battleship),"Those puny carrier aircraft are ""strong?"" Nonsense. What's more isn't it utterly insipid to fight without your own two hands?",3080
Kaga_(Battleship),Amagi is a worthy rival and the one who I respect the most. Even if you asked me to be her support I would have no objections.,3080
Kaga_(Battleship), Let me get a shot in first if you're going to do that!,3081
Kaga_(Battleship),Missions? If it's not combat-related don't come looking for me.,3081
Kaga_(Battleship),Mission rewards are here huh? I'll go grab 'em. I could use a bit of exercise.,3082
Kaga_(Battleship),Catch it's your mail.,3082
Kaga_(Battleship),Nothing is more exciting than defeating a strong enemy don't you think?,3083
Kaga_(Battleship),A commission has been completed. Speaking of commissions are they any fun? I'd like to give 'em a try.,3083
Kaga_(Battleship),Ahaha! I won't disappoint you!,3084
Kaga_(Battleship),A strong enemy? I'm looking forward to it. Don't let me down!,3084
Kaga_(Battleship),Too weak! Come back and face me again once you've had some more training.,3085
Kaga_(Battleship),Kuh! I'll remember your face,3085
Kaga_(Battleship),Only the strong have the right to stand on the battlefield!,3086
Kaga_(Battleship),Not bad! You are worthy of facing my full power!,3086
Kaga_(Battleship),You aren't one of the strong that I seek.,3087
Kaga_(Battleship),Realize your weakness is nothing to be ashamed of as long as you work hard to become stronger.,3087
Kaga_(Battleship),Why do I wish to become stronger? Does that really require a reason? If I had to choose it would be to defeat Amagi.,3088
Kaga_(Battleship),I sometimes feel like I can only become stronger through following your commands Hehe it's not a bad feeling though.,3088
